Rating;Title;Review;Author;Date;Link;Expected Feature;Polarity
1.0 out of 5 stars;Touch Not Working;I am very disappointed, after five months the touch screen stopped working;Cliente de Amazon;25-Aug-18;https://www.amazon.com/Sony-Xperia-5-7-inches-Factory-Unlocked/product-reviews/B07BGXVDZP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;screen;0
5.0 out of 5 stars;Five Stars;The phone works perfect in Ecuador;Jorge Chancay;19-Apr-18;https://www.amazon.com/Sony-Xperia-5-7-inches-Factory-Unlocked/product-reviews/B07BGXVDZP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone;1
5.0 out of 5 stars;Great phone;Phone came in like new condition. Great price;richard rieb;19-Mar-19;https://www.amazon.com/Sony-Xperia-5-7-inches-Factory-Unlocked/product-reviews/B07BGXVDZP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone;1
5.0 out of 5 stars;Excelente;Sin duda lo que se me prometió, muy satisfecho con este producto.;Josué Waldemar Rivera;4-Oct-18;https://www.amazon.com/Sony-Xperia-5-7-inches-Factory-Unlocked/product-reviews/B07BGXVDZP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;-;2
5.0 out of 5 stars;Highest quality feel of any phone I've ever tried other than xperia xz3;High quality phone, better than any other android phone to my knowledge excluding the newly released xz3. The screen is actually really good when compared to oleds side by sude even though it's an lcd screen which was surping. The speakers are also incredible for a phone. I know this phone still has bezels but I don't mind them because I actually have a place to grip it when watching movies unlike the iphone x wich sometimes falls because I have to be careful not to touch the screen. Also the fingerprint sensor for my not so big hands is perfectly placed and I have had no problems mistaking the camera for the fingerprint sensor. One of the best phones out there even though it may not be the coolest or most modern looking phone.;Anna Hiebert;25-Nov-18;https://www.amazon.com/Sony-Xperia-5-7-inches-Factory-Unlocked/product-reviews/B07BGXVDZP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;quality,phone,phone,screen,oleds,lcd,screen,speakers,phone,phone,screen,fingerprint,sensor,camera,fingerprint,sensor,phones,phone;1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4.0 out of 5 stars;I wish thy'd given the dual sim with an extra ...;I wish thy'd given the dual sim with an extra slot for adding memory but its either a second sim or added memory. doesn't seem fair;Marshall Defoe@?;23-Aug-18;https://www.amazon.com/Sony-Xperia-5-7-inches-Factory-Unlocked/product-reviews/B07BGXVDZP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;sim,memory,sim,slot,memory;1,1,1,1,1
1.0 out of 5 stars;One Star;Received different item;Jin Ki Bae;1-May-18;https://www.amazon.com/Sony-Xperia-5-7-inches-Factory-Unlocked/product-reviews/B07BGXVDZP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;-;2
5.0 out of 5 stars;Five Stars;Good;Jonny Da Costa;5-Aug-18;https://www.amazon.com/Sony-Xperia-5-7-inches-Factory-Unlocked/product-reviews/B07BGXVDZP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;-;2
5.0 out of 5 stars;Great phone!;I love this phone and it is every bit as quick as the iPhone 10.;HLAWine;11-Aug-18;https://www.amazon.com/Sony-Xperia-5-7-inches-Factory-Unlocked/product-reviews/B07BGXVDZP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone;1
5.0 out of 5 stars;Excellent;It is a Sony...;davitsahakyan;20-Apr-19;https://www.amazon.com/Sony-Xperia-5-7-inches-Factory-Unlocked/product-reviews/B07BGXVDZP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;-;2
5.0 out of 5 stars;amazing phone.;amazing phone...super fast and smooth operation, great build quality...stands out in the sea of Isheep and plastic-like feel of the recent galaxy offerings.  One of the few products still made in Japan..;Amazon Customer;19-Jun-18;https://www.amazon.com/Sony-Xperia-5-7-inches-Factory-Unlocked/product-reviews/B07BGXVDZP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone;1
5.0 out of 5 stars;I think that the seller attention was awesome, I really appreciate the help I received during ...;I think that the seller attention was awesome, I really appreciate the help I received during the tracking of my package, I got it on time and the service was really good and fast, also I receive support from the seller, it was a good detail. Also the cellphone I received is what I was expecting for, really fast and the resolution of the screen is awesome, the battery life is more than I can believe, finally I bought this to use out of the States and it runs so good here in my country. So happy with my new phone;kto294;23-Jul-18;https://www.amazon.com/Sony-Xperia-5-7-inches-Factory-Unlocked/product-reviews/B07BGXVDZP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;time,cellphone,resolution,screen,battery,phone;1,1,1,1,1,1
5.0 out of 5 stars;Built quality is excellent, feels really good in the hand;"Built quality is excellent, feels really good in the hand. Screen, Camera, sound all improved quite a bit compare to my XZP. Phone is super fast and smooth. Excellent phone!

Update:
Just tested the camera and i find the image quality is much better than my XZ Premium, color is better and image is much sharper. Love this phone!";Gclancer;19-Mar-18;https://www.amazon.com/Sony-Xperia-5-7-inches-Factory-Unlocked/product-reviews/B07BGXVDZP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;screen,camera,sound,phone,phone,camera,image,quality,color,image,phone;1,1,1,1,1,1,1,1,1,1,1
5.0 out of 5 stars;Cool;Awesome;Fienel;3-Jul-18;https://www.amazon.com/Sony-Xperia-5-7-inches-Factory-Unlocked/product-reviews/B07BGXVDZP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;-;2
4.0 out of 5 stars;Great Battery Life, Good Camera, Buttery-smooth Operation, with the Usual Sprinkle of Pre-installed Crapware;"Great battery life is what I look for in every phone that I buy. This one lasts me 1.5 to 2 days on a full charge—and I usually only charge it up to 95%. The phone UI is pretty smooth. Even with battery time preferred STAMINA mode (which I keep on most of the time), the phone feels quite responsive.

I can’t say much about the camera other than that it takes pictures much better than the Xperia Z5 Compact that I have. The photos just come out with more detail. It’s not as good as SAMSUNG or Apple’s iPhone though—which is weird considering the fact that Sony makes great DSLRs and camera sensors.

A little warning for those who do not like pre-installed crapware: this phone is heavy on the Amazon pre-installed apps and Facebook which cannot be removed—only disabled. I use Amazon services, but I do not want separate apps hogging storage space on my phone. I prefer the much less intrusive option of using a web browser. Among the list of crapware that I’ve had to disable: Amazon Shopping, Amazon Kindle, AVG Protection, Facebook, Facebook App Installer, Facebook App Manager, Facebook Services, Lounge, and Prime Video. At least they removed File Commander and Spotify (which were pre-installed on previous phones).";Kevin L.;13-Jun-18;https://www.amazon.com/Sony-Xperia-5-7-inches-Factory-Unlocked/product-reviews/B07BGXVDZP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;battery,phone,charge,phone,ui,battery,time,stamina,mode,time,phone,camera,pictures,photos,camera,sensors,warning,phone,services,apps,storage,space,phone,option,web,browser,app,services,video,file,phones;1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.0 out of 5 stars;A unique flagship phone doesn't cost you that much.;I initially bought this phone for it 960 fps fhd slowmo camera. After using it for six month , I found out it is a great smart phone for 500 dollars. It has a good battery ,a nice screen with good color accuracy, and a strong sp845 processing power. The only downside it is the touch accuracy and speaker bass. I hope Sony will increase the touch accuracy by software updates. Overall it is a very nice and unique phone that can last a long time.;Anderson Zhen;10-Jan-19;https://www.amazon.com/Sony-Xperia-5-7-inches-Factory-Unlocked/product-reviews/B07BGXVDZP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone,slowmo,camera,phone,battery,screen,color,accuracy,power,processing,accuracy,speaker,bass,accuracy,software,updates,phone,time;1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.0 out of 5 stars;The first truly awesome Sony smartphone;"This is my fifth Sony. Literally all other Androids offend my sense of style, they are just fuckly. So I always ended up getting Sonys for their black, clean, angular lines and that awesome side-mounted fingerprint sensor. However, I did so knowing full well that they were technologically mediocre compared to Samsung and some other brands. However, I just hate Samsungs styling and they way they rape Android.

With the XZ2 things changed. I was, and still am, a little disappointed that Sony dropped the side-mounted fingerprint sensor. But except for that, this phone is excellent. The screen is great, it is super fast and smooth. Great camera. Battery is miles better than on any previous model. Last but not least, it looks fantastic (people actually peek at it wondering what it is) and it also feels great to hold.

I've had the phone for three weeks now, and I actually enjoy it a little more every day.";Arne Wolframm;12-Jun-18;https://www.amazon.com/Sony-Xperia-5-7-inches-Factory-Unlocked/product-reviews/B07BGXVDZP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;fingerprint,sensor,fingerprint,sensor,phone,screen,camera,battery,phone;1,1,1,1,1,1,1,1,1
;;;;;https://www.amazon.com/Sony-Xperia-5-7-inches-Factory-Unlocked/product-reviews/B07BGXVDZP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;-;2
5.0 out of 5 stars;Great phone with outstanding camera;"Great phone. I have it since a couple of months and I will buy another one for my wife. The camera is the most important feature on a smartphone for me and in this point it is probably the best device on the market right now.
I compared photos from the same scene from an iPhone X and a S9+ and the Sony brings higher resolution and better colors even in low light conditions.
What also convinced me was the display, which beats Apple and Samsung in max. brightness. It's not an OLED display which means less contrast and a noticeable black level but it has a higher color fidelity and more natural colors, which I find more important (personal opinion).

On the negative side it is a little thicker and heavier than the competitors.

The build quality of the phone is great and it feels very solid. Some people complain about the location of the finger print reader, which I can't understand. I have no problems finding it and it works great.

All in all the flagship phones are all very close together and the decision to choose one over the other is down to details. I had Sony and Samsung phones before. Here the decision was for the camera and that the Sony phones I had so far were a little more stable in software and survived very long even so I don't treat my phones very carefully.";xSTONE;29-Jul-18;https://www.amazon.com/Sony-Xperia-5-7-inches-Factory-Unlocked/product-reviews/B07BGXVDZP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone,camera,feature,smartphone,device,photos,scene,resolution,colors,display,brightness,display,color,fidelity,colors,phone,location,reader,print,phones,phones,camera,phones,software,phones;1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.0 out of 5 stars;Perfecto para mí.;Recibí este producto, es el modelo de 6GB, me quedé sorprendido con la calidad del mismo, funciona perfectamente en Cricket Wireless, la calidad se siente por donde quiera que se toque o se mire, super rapidísimo, sin lentitud ni lagueos de ningún tipo, estoy muy contento por ver adquirido este teléfono, lo recomiendo.;Mayrel R.;7-Feb-19;https://www.amazon.com/Sony-Xperia-5-7-inches-Factory-Unlocked/product-reviews/B07BGXVDZP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;-;2
5.0 out of 5 stars;Excellent phone!;"This phones is awesome, it is really fast thanks to its 6gb ram, the camera its great,  the general software work pretty neat.

I'm really happy with it, I totally recommend it.";Leonardo Gedler;4-Dec-18;https://www.amazon.com/Sony-Xperia-5-7-inches-Factory-Unlocked/product-reviews/B07BGXVDZP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;ram,camera,software;1,1,1
;;;;;;;
;;;;;;;
