Rating;Title;Review;Tagged;Date;Link;Expected Feature;Polarity
1.0 out of 5 stars;Great phone if only the buttons worked.;"Awesome phone in every way except the buttons don't work.  It makes my finger tips hurt to turn volume up and down.  This was a known issue that I had read reviews about, but it was supposedly fixed.  Contacted HTC, spent over a month troubleshooting it with them.  They lied to me and told me it was my phone that was bad and it's not a known problem and that it would need to be returned to them to repair it and I would be without a phone for weeks.  So I returned it to Amazon and bought another one, thinking maybe they were right, I just got a lemon.  Nope exact same problem with the new one.  I have updated all the latest software, still no fix.

Looks like phone #2 is getting returned too.  This sucks, I've bought nothing but HTC phones since the HTC 4G EVO.  That's eight years of loyalty to them and many, many, many thousands of dollars spent on their phones.  Throwing it all away.  No more HTC for me.  How do you ruin something so simple as a freaking button?  How?!?!  Good bye HTC, you've lost my trust forever.  I was one of your biggest fans.

This really stinks as I don't want to deal with a second return.  I don't want to shop for a different device.  I don't want to learn a new interface.  I've lost the money spent on cases and protectors.

Watch the video.  At then end you can see the indentation left on my finger and the red marks from simply trying to adjust the volume, such a normal and mundane task.";[('awesome', 'JJ'), ('button', '##NN##'), ('not', 'RB'), ('work', 'VB'), ('finger', 'RB'), ('tip', 'JJ'), ('hurt', '##NN##'), ('turn', '##NN##'), ('volume', '##NN##'), ('issue', '##NN##'), ('read', 'VBD'), ('review', '##NN##'), ('supposedly', 'RB'), ('fixed', 'VBD'), ('contacted', 'JJ'), ('htc', '##NN##'), ('spent', 'VBN'), ('month', '##NN##'), ('troubleshooting', 'VBG'), ('lied', 'VBD'), ('told', 'VBN'), ('bad', 'JJ'), ('not', 'RB'), ('problem', '##NN##'), ('returned', 'VBD'), ('repair', '##NN##'), ('week', '##NN##'), ('returned', 'VBD'), ('amazon', 'RB'), ('bought', 'VBN'), ('thinking', 'VBG'), ('lemon', 'JJ'), ('nope', '##NN##'), ('exact', '##NN##'), ('problem', '##NN##'), ('updated', 'VBN'), ('latest', 'JJS'), ('software', '##NN##'), ('#', '#'), ('2', 'CD'), ('returned', 'VBD'), ('suck', 'JJ'), ('bought', 'VBD'), ('htc', '##NN##'), ('phone', '##NN##'), ('htc', 'VBD'), ('4g', 'CD'), ('evo', 'JJ'), ('year', '##NN##'), ('loyalty', '##NN##'), ('thousand', 'IN'), ('dollar', '##NN##'), ('spent', 'VBD'), ('phone', '##NN##'), ('throwing', 'VBG'), ('htc', '##NN##'), ('ruin', '##NN##'), ('simple', 'JJ'), ('freaking', 'VBG'), ('button', '##NN##'), ('good', 'JJ'), ('bye', '##NN##'), ('htc', '##NN##'), ('lost', 'VBD'), ('trust', '##NN##'), ('forever', 'RB'), ('biggest', 'JJS'), ('fan', '##NN##'), ('stink', '##NN##'), ('not', 'RB'), ('deal', 'VB'), ('second', 'JJ'), ('return', '##NN##'), ('not', 'RB'), ('shop', 'VB'), ('device', '##NN##'), ('not', 'RB'), ('learn', 'VB'), ('interface', '##NN##'), ('lost', 'VBN'), ('money', '##NN##'), ('spent', 'VBN'), ('case', '##NN##'), ('protector', '##NN##'), ('watch', '##NN##'), ('video', '##NN##'), ('indentation', '##NN##'), ('left', 'VBD'), ('finger', '##NN##'), ('red', 'JJ'), ('mark', '##NN##'), ('simply', 'RB'), ('adjust', 'JJ'), ('volume', '##NN##'), ('normal', 'JJ'), ('mundane', '##NN##'), ('task', '##NN##')],;11-Dec-18;https://www.amazon.com/HTC-U12-Factory-Unlocked-Phone/product-reviews/B07D7PV144/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews;button,htc,software,htc,phone,phone,button;1,2,2,2,2,0,0
1.0 out of 5 stars;Check Your Carrier!!!!!!!!!!;Make sure you are double checking if the phone is compatible with your carrier. Unlocked apparently means with certain carriers and read-reread the fine print on providers.;[('sure', 'JJ'), ('double', 'JJ'), ('checking', 'VBG'), ('compatible', 'JJ'), ('carrier', '##NN##'), ('unlocked', 'VBD'), ('carrier', '##NN##'), ('read-reread', 'JJ'), ('fine', 'JJ'), ('print', '##NN##'), ('provider', '##NN##')],;7-Jan-19;;carrier,carrier;1,2
5.0 out of 5 stars;HTC for Lyfe;Excellent phone.. No complaints..;[('excellent', 'JJ'), ('phone..', '##NN##'), ('complaints..', '##NN##')],;28-Dec-18;https://www.amazon.com/HTC-U12-Factory-Unlocked-Phone/product-reviews/B07D7PV144/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews;phone;1
5.0 out of 5 stars;Better than the reviewers all say!!;"Don't let all the reviews turn you away from this amazing phone the buttons take time getting used to. The phone is a beast sleek stylish, fast and amazing! The operating system is smooth  as butter I have the unlocked version in blue. The squeeze is very good it just takes time using it,  everthing new takes time to get used to. Then all the i##NN##ovative goodies this phone has to offer are just a squeeze or a tap away. So please do more research before you write off this incredible smartphone. Thanks

Just got the new update to help with the performance of the buttons and battery life. Wow if it wasn't amazing when I first got it, it's absolutely perfect now!  Don't be scared away from the reviews please!!!!!!";[('not', 'RB'), ('review', 'VB'), ('turn', '##NN##'), ('amazing', 'VBG'), ('button', '##NN##'), ('time', '##NN##'), ('beast', '##NN##'), ('sleek', 'JJ'), ('stylish', 'JJ'), ('fast', '##NN##'), ('amazing', 'VBG'), ('operating', '##NN##'), ('system', '##NN##'), ('smooth', 'JJ'), ('butter', '##NN##'), ('unlocked', 'JJ'), ('version', '##NN##'), ('blue', '##NN##'), ('squeeze', '##NN##'), ('good', 'JJ'), ('take', '##NN##'), ('time', '##NN##'), ('everthing', 'VBG'), ('take', 'VB'), ('time', '##NN##'), ('innovative', 'JJ'), ('goody', '##NN##'), ('offer', '##NN##'), ('squeeze', '##NN##'), ('tap', '##NN##'), ('write', 'VBP'), ('incredible', 'JJ'), ('smartphone', '##NN##'), ('update', 'JJ'), ('help', '##NN##'), ('performance', '##NN##'), ('button', '##NN##'), ('battery', '##NN##'), ('life', '##NN##'), ('wow', 'IN'), ('not', 'RB'), ('amazing', 'VBG'), ('absolutely', 'RB'), ('perfect', 'JJ'), ('not', 'RB'), ('scared', 'VBN'), ('review', '##NN##')],;8-Jul-18;;phone,button,phone,squeeze,time,time,phone,squeeze,performance,button,battery,life;1,2,1,1,2,2,2,2,2,2,2,2
3.0 out of 5 stars;Not the Phone for me;"I would like to say i tried. I tried to give HTC the benefit of the doubt and stand by their product. Unfortunately the HTC U12+ was not the device for me. The U12 has a lot to offer but fails in key areas which i would get to in a second. First let me mention the good:

Pros:
1. Video recording.  The U12+ is well built for this task. 3D audio and High Resolution audio was a feature i didn't think i needed until i used it and was shockingly amazed at the clarity and neat tricks it has to offer. I also came to like the ""Zoom Slider"" which helps zoom in and out a subject at a much smoother pace.
2. Rear Camera. The rear Camera is great. Pictures taken with it were up to today's smartphone standard. Portrait mode also works without flaw.
3. Fingerprint Reader. Fast, Reliable and at just the right spot.
4. Call Quality: Crystal clear and loud enough to listen in any environment.

Cons:
1. Built Quality: Too fragile for my liking. The device is well built and beautiful but all that glass scares me.
2. Boomsound: This should be a positive but i honestly don't feel they are the loudest and do lack some Bass. Might be because they are not front facing.
3. Display: Its an LCD panel...... Its an LCD panel.... Its an LCD panel.
4. Front Facing Camera. Awful. They are not as bad as Samsung front facing cameras but they still leave a lot to be desired. Some people may enjoy the front facing camera due to how much it smooths faces, making them look young but u##NN##atural . I turned off beautification mode and it still leans over to the smooth side.
5. Touch Buttons: OMG, these are the worst. During the first 3 days of use i didn't face much problems as other online reviewers, but once my protective case shipped in, everything went downhill. I re-calibrated Edge Sense to account for the case but still ran into issues. Sometimes i had to force press the buttons, other times they would register a press with the slightest touch. Using the phone became frustrating and i just couldn't continue happily owning it.

In the end I decided to return the phone. Its a good phone but at this price tag it should of been an excellent phone.";[('htc', '##NN##'), ('benefit', '##NN##'), ('doubt', '##NN##'), ('stand', 'VBP'), ('product', '##NN##'), ('htc', '##NN##'), ('u12+', 'JJ'), ('not', 'RB'), ('device', 'JJ'), ('u12', '##NN##'), ('lot', '##NN##'), ('offer', 'VBP'), ('fails', 'VBZ'), ('key', 'JJ'), ('area', '##NN##'), ('second', 'JJ'), ('mention', '##NN##'), ('good', 'JJ'), ('pro', 'JJ'), ('1.', 'CD'), ('video', '##NN##'), ('recording', 'VBG'), ('u12+', 'RB'), ('well', 'RB'), ('built', 'VBN'), ('task', '##NN##'), ('3d', 'CD'), ('audio', '##NN##'), ('high', 'JJ'), ('resolution', '##NN##'), ('audio', '##NN##'), ('feature', '##NN##'), ('not', 'RB'), ('needed', 'VBN'), ('shockingly', 'RB'), ('amazed', 'JJ'), ('clarity', '##NN##'), ('neat', '##NN##'), ('trick', '##NN##'), ('offer', '##NN##'), ('zoom', '##NN##'), ('slider', '##NN##'), ('help', '##NN##'), ('zoom', '##NN##'), ('subject', '##NN##'), ('smoother', 'VBD'), ('pace', '##NN##'), ('2.', 'CD'), ('rear', 'JJ'), ('camera', '##NN##'), ('rear', '##NN##'), ('camera', '##NN##'), ('great', 'JJ'), ('picture', '##NN##'), ('today', '##NN##'), ('smartphone', 'VBP'), ('standard', 'JJ'), ('portrait', '##NN##'), ('mode', '##NN##'), ('work', '##NN##'), ('flaw', '##NN##'), ('3.', 'CD'), ('fingerprint', '##NN##'), ('reader', '##NN##'), ('fast', 'VBD'), ('reliable', 'JJ'), ('spot', '##NN##'), ('4.', 'CD'), ('call', '##NN##'), ('quality', '##NN##'), ('crystal', '##NN##'), ('clear', 'JJ'), ('loud', 'JJ'), ('listen', '##NN##'), ('environment', '##NN##'), ('con', '##NN##'), ('1.', 'CD'), ('built', 'VBN'), ('quality', '##NN##'), ('fragile', '##NN##'), ('liking', 'VBG'), ('device', '##NN##'), ('well', 'RB'), ('built', 'VBN'), ('beautiful', 'JJ'), ('glass', '##NN##'), ('scare', '##NN##'), ('2.', 'CD'), ('boomsound', '##NN##'), ('positive', 'JJ'), ('honestly', 'RB'), ('not', 'RB'), ('feel', 'VB'), ('loudest', 'JJS'), ('lack', '##NN##'), ('bass', '##NN##'), ('not', 'RB'), ('front', 'JJ'), ('facing', 'VBG'), ('3.', 'CD'), ('display', '##NN##'), ('lcd', 'JJ'), ('panel', '##NN##'), ('lcd', '##NN##'), ('panel', '##NN##'), ('lcd', 'JJ'), ('panel', '##NN##'), ('4.', 'CD'), ('front', 'JJ'), ('facing', 'VBG'), ('camera', '##NN##'), ('awful', 'JJ'), ('not', 'RB'), ('bad', 'JJ'), ('samsung', '##NN##'), ('front', '##NN##'), ('facing', 'VBG'), ('camera', '##NN##'), ('leave', 'VBP'), ('lot', '##NN##'), ('desired', 'VBN'), ('people', 'NNS'), ('enjoy', 'VBP'), ('front', 'JJ'), ('facing', 'VBG'), ('camera', '##NN##'), ('smooth', 'JJ'), ('face', '##NN##'), ('making', 'VBG'), ('young', 'JJ'), ('unnatural', 'JJ'), ('turned', 'VBN'), ('beautification', '##NN##'), ('mode', '##NN##'), ('lean', 'JJ'), ('smooth', 'JJ'), ('side', '##NN##'), ('5.', 'CD'), ('touch', 'JJ'), ('button', '##NN##'), ('omg', 'IN'), ('worst', 'JJ'), ('3', 'CD'), ('day', '##NN##'), ('not', 'RB'), ('face', '##NN##'), ('problem', '##NN##'), ('online', '##NN##'), ('reviewer', '##NN##'), ('protective', 'JJ'), ('case', '##NN##'), ('shipped', 'VBD'), ('downhill', 'VB'), ('re-calibrated', 'JJ'), ('edge', '##NN##'), ('sense', '##NN##'), ('account', '##NN##'), ('case', '##NN##'), ('issue', '##NN##'), ('force', '##NN##'), ('press', '##NN##'), ('button', '##NN##'), ('time', '##NN##'), ('register', 'JJ'), ('press', '##NN##'), ('slightest', 'JJS'), ('touch', 'JJ'), ('frustrating', '##NN##'), ('not', 'RB'), ('continue', 'VB'), ('happily', 'RB'), ('owning', 'VBG'), ('decided', 'VBD'), ('return', '##NN##'), ('good', 'JJ'), ('price', '##NN##'), ('tag', '##NN##'), ('excellent', '##NN##')],;6-Jul-18;https://www.amazon.com/HTC-U12-Factory-Unlocked-Phone/product-reviews/B07D7PV144/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews;htc,htc,resolution,camera,camera,fingerprint,quality,quality,glass,camera,camera,price;2,2,1,2,1,2,2,2,0,0,2,1
5.0 out of 5 stars;response  to porter9878;"I can't let porter leaves bad review that isn't about the phone. I had the same ""issue"" but being lucky enough to have a wife that works at Verizon she was smart enough to know that whoever activated my sim card didn't turn any of that on. Normally you Can do that from your settings but seeing as the ""unlocked"" version isn't a Verizon phone, meaning no Verizon bloatware, they don't have those settings, so you have to turn it on on your account/sim card before hand. Basically just make sure you take it to a Verizon person that knows what they are doing or care enough to help since last of then are commission based and don't like to help unless you're buying from them";[('not', 'RB'), ('porter', 'JJ'), ('leaf', '##NN##'), ('bad', 'JJ'), ('review', '##NN##'), ('not', 'RB'), ('issue', 'VB'), ('lucky', 'JJ'), ('wife', '##NN##'), ('work', '##NN##'), ('verizon', 'JJ'), ('smart', 'JJ'), ('activated', 'VBN'), ('sim', 'JJ'), ('card', '##NN##'), ('not', 'RB'), ('turn', 'VB'), ('setting', 'VBG'), ('unlocked', 'JJ'), ('version', '##NN##'), ('not', 'RB'), ('verizon', 'JJ'), ('meaning', 'VBG'), ('verizon', '##NN##'), ('bloatware', '##NN##'), ('not', 'RB'), ('setting', 'VBG'), ('turn', 'VB'), ('account/sim', 'JJ'), ('card', '##NN##'), ('hand', '##NN##'), ('basically', 'RB'), ('sure', 'JJ'), ('verizon', 'FW'), ('person', '##NN##'), ('care', '##NN##'), ('help', '##NN##'), ('commission', '##NN##'), ('based', 'VBN'), ('not', 'RB'), ('help', 'VB'), ('buying', '##NN##')],;5-Jul-18;https://www.amazon.com/HTC-U12-Factory-Unlocked-Phone/product-reviews/B07D7PV144/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews;phone,phone;1,2
2.0 out of 5 stars;Features for Verizon network don't work.;The unlocked version dose not allow Visual Voicemail or HD video calling for Verizon also the  Wi-Fi calling feature is not available. Why in today's age of technology these features don't work.;[('unlocked', 'JJ'), ('version', '##NN##'), ('dose', '##NN##'), ('not', 'RB'), ('allow', 'VB'), ('visual', 'JJ'), ('voicemail', '##NN##'), ('hd', '##NN##'), ('video', '##NN##'), ('calling', 'VBG'), ('verizon', 'JJ'), ('wi-fi', 'JJ'), ('calling', 'VBG'), ('feature', '##NN##'), ('not', 'RB'), ('today', '##NN##'), ('age', '##NN##'), ('technology', '##NN##'), ('feature', '##NN##'), ('not', 'RB'), ('work', 'VB')],;2-Jul-18;https://www.amazon.com/HTC-U12-Factory-Unlocked-Phone/product-reviews/B07D7PV144/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews;video;1
5.0 out of 5 stars;Hands down, the best phone I've ever owned;"I ordered this phone the first day it was available on Amazon. The issues with the touch-sensitive buttons were more than a little infuriating and shameful on HTC's part, but once they released a software update to fix it (and some other tweaks that have now given me some stellar battery life) this phone can do no wrong. I have the translucent blue and it's a work of art.

The screen is LCD, not OLED as some of the descriptions say. No matter what size or color you get, the screen is LCD. But it is gorgeous. There are no issues with polarization that used to be common with even the best LCD screens, so polarized sunglasses won't black out the screen for you in certain orientations. The face unlock feature works extremely well, but the fingerprint sensor is the best I've had on a phone. It has yet to fail.

I'm a heavy user and my battery life easily gets me a full day's use and then some. I stream a lot of audio and have most apps set to push notifications. I don't stream much video, but I do have the screen on quite a bit throughout any given day. Since the software update mentioned above, my average battery life is around 29 hours, with about 4 hours 45 minutes screen-on time, and I usually plug in before the battery saver kicks in (at 15%). My best was 6 hours 52 screen-on time over nearly 36 hours. I plugged my phone in at 4% that day.

The camera is phenomenal. HTC makes great cameras, especially since the One M8 (though there have been a stinker or two in there), but this is a cut above all of them - and almost every other phone camera out there. I've used the newer Samsungs and LGs (though not the Pixel 2) and HTC just beats them handily. The dual camera setup takes amazing bokeh photos, but it also allows for a 2X optical zoom that is great. Low light pics are great, hyperlapse, slo-mo, pro settings - they're all here and work great. I'm not a huge selfie taker, but the dual front-facing cameras work well for it, but also allow for a nice bokeh effect on selfies as well. Also, the bokeh level is adjustable on both cameras prior to the shot.

I love Edge Sense (the ability to launch apps or perform actions based on squeezing the side of the device). It sounds like a gimmick, and lots of people say it is, but most people who use it a little bit fall in love with it. Launching the camera, taking a photo or a screenshot - all so much easier with Edge Sense. The tweaks they've made to it since it was launched with the U11 have made it much more useful and accurate. I especially love the Edge Launcher, which is a small app carousel that shows up in the lower right corner, allowing you to quickly access almost any of your apps and leaving your screen nice and clutter free.

The included noise-cancelling headphones are the same as the U11 last year and they're fantastic. Unfortunately you'll be hard pressed to get them working in any other USB-C co##NN##ector. The included clear case is nice (again, similar to the U11 last year) but it's a hard case and doesn't give the best protection. I went with the Spigen clear TPU case and it's great. Unfortunately the headphone to USB-C adapter that shipped with the U11 last year is not part of the U12+. You can still order it separately, and if you have a nice set of regular headphones it is a must, with it's built in DAC.

I'm using mine on T-Mobile and have no issues at all. The U12+ doesn't support the new Band 71 ( for some bizarre reason), though TMo just started rolling out Band 71, so I'm not overly concerned. The phone won't work on Sprint, but does work just fine on ATT and Verizon (with a few carrier limitations). I know some Verizon customers on here have complained about it , but I know a few people who have it on Verizon and love it. Plus, my son works for Verizon and has set up several w/ no issues.";[('ordered', 'VBN'), ('day', '##NN##'), ('amazon', 'JJ'), ('issue', '##NN##'), ('touch-sensitive', 'JJ'), ('button', '##NN##'), ('infuriating', 'VBG'), ('shameful', 'JJ'), ('htc', 'NNS'), ('released', 'VBN'), ('software', '##NN##'), ('update', 'JJ'), ('tweak', '##NN##'), ('stellar', 'JJ'), ('battery', '##NN##'), ('life', '##NN##'), ('wrong', 'JJ'), ('translucent', 'JJ'), ('blue', '##NN##'), ('work', '##NN##'), ('art', 'RB'), ('screen', 'JJ'), ('lcd', '##NN##'), ('not', 'RB'), ('oled', 'VBN'), ('description', '##NN##'), ('matter', '##NN##'), ('size', '##NN##'), ('color', '##NN##'), ('screen', '##NN##'), ('lcd', 'VBP'), ('gorgeous', 'JJ'), ('issue', '##NN##'), ('polarization', '##NN##'), ('common', 'JJ'), ('best', 'RBS'), ('lcd', 'JJ'), ('screen', '##NN##'), ('polarized', 'VBN'), ('sunglass', '##NN##'), ('will', 'MD'), ('not', 'RB'), ('black', 'JJ'), ('screen', '##NN##'), ('orientation', '##NN##'), ('face', '##NN##'), ('unlock', 'JJ'), ('feature', '##NN##'), ('work', '##NN##'), ('extremely', 'RB'), ('well', 'RB'), ('fingerprint', '##NN##'), ('sensor', '##NN##'), ('best', 'JJS'), ('fail', 'JJ'), ('heavy', 'JJ'), ('user', '##NN##'), ('battery', '##NN##'), ('life', '##NN##'), ('easily', 'RB'), ('full', 'JJ'), ('day', '##NN##'), ('stream', '##NN##'), ('lot', '##NN##'), ('audio', 'JJ'), ('apps', '##NN##'), ('set', 'VBN'), ('push', '##NN##'), ('notification', '##NN##'), ('not', 'RB'), ('stream', 'JJ'), ('video', '##NN##'), ('screen', 'JJ'), ('bit', 'RB'), ('day', '##NN##'), ('software', '##NN##'), ('update', '##NN##'), ('mentioned', 'VBD'), ('average', 'JJ'), ('battery', 'JJ'), ('life', '##NN##'), ('29', 'CD'), ('hour', '##NN##'), ('4', 'CD'), ('hour', '##NN##'), ('45', 'CD'), ('minute', '##NN##'), ('screen-on', 'JJ'), ('time', '##NN##'), ('plug', '##NN##'), ('battery', '##NN##'), ('saver', '##NN##'), ('kick', 'VBP'), ('15', 'CD'), ('best', 'JJS'), ('6', 'CD'), ('hour', '##NN##'), ('52', 'CD'), ('screen-on', 'JJ'), ('time', '##NN##'), ('36', 'CD'), ('hour', '##NN##'), ('plugged', 'VBD'), ('4', 'CD'), ('day', '##NN##'), ('camera', 'VBD'), ('phenomenal', 'JJ'), ('htc', '##NN##'), ('great', 'JJ'), ('camera', '##NN##'), ('m8', '##NN##'), ('stinker', '##NN##'), ('cut', '##NN##'), ('camera', '##NN##'), ('newer', 'JJR'), ('samsungs', 'NNS'), ('lgs', 'RBR'), ('not', 'RB'), ('pixel', 'VB'), ('2', 'CD'), ('htc', 'JJ'), ('beat', '##NN##'), ('handily', 'RB'), ('dual', 'JJ'), ('camera', '##NN##'), ('setup', '##NN##'), ('take', 'VB'), ('amazing', 'JJ'), ('bokeh', '##NN##'), ('photo', '##NN##'), ('allows', 'VBZ'), ('2x', 'CD'), ('optical', 'JJ'), ('zoom', '##NN##'), ('great', 'JJ'), ('low', 'JJ'), ('light', '##NN##'), ('pic', '##NN##'), ('great', 'JJ'), ('hyperlapse', 'JJ'), ('slo-mo', 'JJ'), ('pro', 'JJ'), ('setting', '##NN##'), ('work', '##NN##'), ('great', 'JJ'), ('not', 'RB'), ('huge', 'JJ'), ('selfie', '##NN##'), ('taker', '##NN##'), ('dual', 'JJ'), ('front-facing', 'JJ'), ('camera', '##NN##'), ('work', '##NN##'), ('well', 'RB'), ('allow', 'JJ'), ('nice', 'JJ'), ('bokeh', '##NN##'), ('selfies', 'NNS'), ('well', 'RB'), ('bokeh', 'IN'), ('level', '##NN##'), ('adjustable', 'JJ'), ('camera', '##NN##'), ('prior', 'RB'), ('shot', 'JJ'), ('love', '##NN##'), ('edge', '##NN##'), ('sense', '##NN##'), ('ability', '##NN##'), ('launch', '##NN##'), ('apps', '##NN##'), ('perform', 'VB'), ('action', '##NN##'), ('based', 'VBN'), ('squeezing', 'JJ'), ('side', '##NN##'), ('device', '##NN##'), ('sound', '##NN##'), ('gimmick', 'JJ'), ('lot', '##NN##'), ('people', 'NNS'), ('people', 'NNS'), ('bit', 'VBP'), ('fall', 'JJ'), ('love', '##NN##'), ('launching', 'VBG'), ('camera', '##NN##'), ('photo', '##NN##'), ('screenshot', '##NN##'), ('easier', 'JJR'), ('edge', '##NN##'), ('sense', '##NN##'), ('tweak', '##NN##'), ('launched', 'VBN'), ('u11', 'JJ'), ('accurate', '##NN##'), ('love', '##NN##'), ('edge', '##NN##'), ('launcher', 'RB'), ('small', 'JJ'), ('app', 'NNS'), ('carousel', 'VBP'), ('lower', 'JJR'), ('corner', '##NN##'), ('allowing', 'VBG'), ('access', '##NN##'), ('apps', 'IN'), ('leaving', 'VBG'), ('screen', 'JJ'), ('nice', 'JJ'), ('clutter', '##NN##'), ('free', 'JJ'), ('included', 'VBD'), ('noise-cancelling', 'JJ'), ('headphone', '##NN##'), ('u11', 'JJ'), ('year', '##NN##'), ('fantastic', '##NN##'), ('will', 'MD'), ('hard', 'VB'), ('pressed', 'JJ'), ('working', 'VBG'), ('usb-c', 'JJ'), ('connector', '##NN##'), ('included', 'VBD'), ('clear', 'JJ'), ('case', '##NN##'), ('nice', 'JJ'), ('u11', 'JJ'), ('year', '##NN##'), ('hard', 'RB'), ('case', '##NN##'), ('not', 'RB'), ('best', 'JJS'), ('protection', '##NN##'), ('spigen', '##NN##'), ('clear', 'JJ'), ('tpu', '##NN##'), ('case', '##NN##'), ('great', 'JJ'), ('headphone', '##NN##'), ('usb-c', 'JJ'), ('adapter', '##NN##'), ('shipped', 'VBD'), ('u11', 'JJ'), ('year', '##NN##'), ('not', 'RB'), ('u12+', 'JJ'), ('order', '##NN##'), ('separately', 'RB'), ('nice', 'JJ'), ('set', '##NN##'), ('regular', 'JJ'), ('headphone', '##NN##'), ('built', 'VBN'), ('dac', 'JJ'), ('mine', '##NN##'), ('t-mobile', 'JJ'), ('issue', '##NN##'), ('u12+', 'IN'), ('not', 'RB'), ('support', 'VB'), ('band', '##NN##'), ('71', 'CD'), ('bizarre', 'JJ'), ('reason', '##NN##'), ('tmo', '##NN##'), ('started', 'VBD'), ('rolling', 'VBG'), ('band', '##NN##'), ('71', 'CD'), ('not', 'RB'), ('overly', 'RB'), ('concerned', 'VBN'), ('will', 'MD'), ('not', 'RB'), ('work', 'VB'), ('sprint', '##NN##'), ('work', '##NN##'), ('fine', 'JJ'), ('att', 'JJ'), ('verizon', '##NN##'), ('carrier', '##NN##'), ('limitation', '##NN##'), ('verizon', '##NN##'), ('customer', '##NN##'), ('complained', 'VBD'), ('people', 'NNS'), ('verizon', 'JJ'), ('love', 'VBP'), ('son', '##NN##'), ('work', '##NN##'), ('verizon', '##NN##'), ('set', 'VBN'), ('w/', 'JJ'), ('issue', '##NN##')],;20-Aug-18;https://www.amazon.com/HTC-U12-Factory-Unlocked-Phone/product-reviews/B07D7PV144/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews;button,htc,battery,work,screen,screen,fingerprint,sensor,battery,work,work,life;0,0,1,2,2,2,1,1,0,2,2,2
3.0 out of 5 stars;HTC u12 plus Verizon visual voicemail and wifi calling don't work on Verizon network;I got the HTC u12 plus and Verizon visual voicemail HD video calling and wifi calling doesn't work on this phone on the Verizon network the only thing that works is the HD volte advanced calling feature and Verizon caller Id bring the device to T-Mobile or metro pcs even though it doesn't have band 71 for T-Mobile bring it to straight talk cricket wireless or At&t any carrier besides Verizon wireless;[('htc', '##NN##'), ('u12', 'JJ'), ('verizon', '##NN##'), ('visual', 'JJ'), ('voicemail', '##NN##'), ('hd', '##NN##'), ('video', '##NN##'), ('calling', 'VBG'), ('wifi', 'NNS'), ('calling', 'VBG'), ('not', 'RB'), ('work', 'VB'), ('verizon', '##NN##'), ('network', '##NN##'), ('thing', '##NN##'), ('work', '##NN##'), ('hd', '##NN##'), ('volta', '##NN##'), ('advanced', 'VBD'), ('calling', 'VBG'), ('feature', '##NN##'), ('verizon', 'FW'), ('caller', '##NN##'), ('bring', '##NN##'), ('device', '##NN##'), ('t-mobile', 'JJ'), ('metro', 'JJ'), ('pc', '##NN##'), ('not', 'RB'), ('band', 'VB'), ('71', 'CD'), ('t-mobile', 'JJ'), ('bring', '##NN##'), ('straight', 'JJ'), ('talk', '##NN##'), ('cricket', '##NN##'), ('wireless', '##NN##'), ('&', 'CC'), ('t', '##NN##'), ('carrier', '##NN##'), ('verizon', '##NN##'), ('wireless', '##NN##')],;25-Jul-18;https://www.amazon.com/HTC-U12-Factory-Unlocked-Phone/product-reviews/B07D7PV144/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews;phone;0
1.0 out of 5 stars;HTC's durabilty is gone, gone, gone;"I've been an HTC fan for years and while this is a beast of a phone, the back glass is shattered and I've had it less than 2 months and its been in a case the entire time.  Sad times, especially since this phone is hella expensive. I'm very disappointed and even more disappointed that HTC knew their problem and are not offering any warranty to fix it.

Updated: Eight months on, and now the front is shattering too. Buying this phone was  huge mistake. And I can't find anywhere to fix it.";[('htc', '##NN##'), ('fan', '##NN##'), ('year', '##NN##'), ('beast', 'IN'), ('glass', '##NN##'), ('shattered', 'VBD'), ('2', 'CD'), ('month', '##NN##'), ('case', '##NN##'), ('entire', 'JJ'), ('time', '##NN##'), ('sad', 'JJ'), ('time', '##NN##'), ('hella', '##NN##'), ('expensive', 'JJ'), ('disappointed', 'VBN'), ('disappointed', 'JJ'), ('htc', '##NN##'), ('knew', 'VBD'), ('problem', '##NN##'), ('not', 'RB'), ('offering', 'VBG'), ('warranty', 'RB'), ('updated', 'VBN'), ('month', '##NN##'), ('front', '##NN##'), ('shattering', 'VBG'), ('buying', 'VBG'), ('huge', 'JJ'), ('mistake', '##NN##'), ('not', 'RB'), ('find', 'VB')],;24-Nov-18;https://www.amazon.com/HTC-U12-Factory-Unlocked-Phone/product-reviews/B07D7PV144/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews;phone,phone,phone;2,0,0
